,Unnamed: 0,Key,Ans,Marks,Similarity,Grammer,Keyword
4314,4314,Dozens dead in Taliban resort attack,'India police name 3 Iranians in embassy attack',0.4,0.050373703,0.950624704360962,0.0
4315,4315,Heavy fighting rocks eastern Syria ahead of poll,Heavy fighting rocks eastern Syria - residents,3.8,0.7559756,0.9566762447357178,0.33962264150943394
4316,4316,China yuan weakens to 6.3282 against USD Monday,China yuan retreats to 6.2697 against USD Thursday,2.8,0.54680026,0.8635119199752808,0.5
4317,4317,7 dead in Christian school shooting,5 wounded in Ohio school shooting,1.4,0.24733062,0.8410651683807373,0.0
4318,4318,Indonesia anti-terror squad kills two suspected militants,Indonesia police shoot dead suspected militants in Bali,3.2,0.6439636,0.9730467796325684,0.5142857142857142
4319,4319,US Election: Mitt Romney concedes defeat as Barack Obama wins second term,Romney concedes election to Obama in phone call,4.0,0.8486209,0.9355502128601074,0.7727272727272727
4320,4320,Armenians vote in parliamentary elections,Armenia's parliamentary vote a test for president,3.2,0.6770881,0.7592148780822754,0.0
4321,4321,Sachin Tendulkar is sworn in as Indian senator,MP Sachin Tendulkar says no to govt bungalow,1.6,0.27400324,0.8270870447158813,0.0
4322,4322,Navy Jet Crashes Into Apartment Building,U.S. Navy Jet Crashes Into Virginia Apartment Buildings,3.6,0.7244779,0.9666128158569336,0.0
4323,4323,Romney wins big in Puerto Rico primary,Romney wins Illinois primary,1.5,0.21141915,0.9114211201667786,0.5
4324,4324,Yahoo! to name Google's Mayer as CEO: report,Yahoo names Google exec Mayer as CEO,4.2,0.90589947,0.7091350555419922,0.6666666666666666
4325,4325,US soldier accused of Afghan massacre hires prominent criminal lawyer,US soldier accused of killing Afghan civilians identified,2.0,0.3896672,0.6082277894020081,0.47368421052631576
4326,4326,6.0-magnitude quake hits northern Italy: USGS,"5.9-magnitude quake hits Sunda Strait, Indonesia: USGS",1.6,0.23107478,0.9723134636878968,0.0
4327,4327,US gov't officially designates Haqqani network as terrorists,US designates Haqqani network as terrorists,4.4,0.9063866,0.7635538578033447,0.33962264150943394
4328,4328,Motor Racing: Button fastest in year's first F1 practice,Button boasts best time after first practice,3.0,0.67234904,0.7009252309799194,0.6666666666666666
4329,4329,Rangers voted into Division Three,Rangers voted into third division,4.8,0.99675983,0.627296507358551,1.0
4330,4330,Newark mayor saves neighbor from fire,Newark mayor rescues neighbor from burning house,4.2,0.86054885,0.953881561756134,0.33962264150943394
4331,4331,F1 protests in Bahrain,A day of rage in Bahrain,2.25,0.40383956,0.9751110076904296,0.6428571428571429
4332,4332,New York Stock Exchange to reopen Wednesday,DealBook: Stock Exchanges Prepare to Open,3.0,0.63696206,0.7490095496177673,0.0
4333,4333,Homs mortar fire kills 105,Homs offensive kills 200,2.6,0.5195727,0.9374159574508668,0.0
4334,4334,Hundreds honor student killed in Ohio shooting,Funeral set for Ohio shooting victim,2.0,0.33810064,0.922577440738678,0.4857142857142857
4335,4335,"Bombs in southern Thailand kill 5, wound 50","Bombs in Thailand kill 14, wound 340",3.0,0.5438997,0.964486300945282,1.0
4336,4336,US lawmakers take next step on new Iran sanctions,Somalia lawmakers to vote for new president,0.2,0.0025930011,0.5251875519752502,0.5142857142857142
4337,4337,Barack Obama admits US has 'more nuclear weapons than we need',French gunman wants to 'die with weapons in hands',0.4,0.054392047,0.9489762187004088,0.37037037037037035
4338,4338,2 rockets hit in the Eshkol region; no injuries,10 rockets in 20 minutes in Eshkol Regional Council,1.8,0.328421,0.7076901197433472,0.25
4339,4339,'Betrayed' disabled workers protest against Remploy closures,May Day marked by protests against austerity cuts,0.6000000000000001,0.078871705,0.8354129791259766,0.0
4340,4340,DR Congo rebels kill park rangers,Rebels kill two park rangers in eastern Congo,4.0,0.8385737,0.9856211543083192,0.32075471698113206
4341,4341,Nine Pakistani troops killed in militant ambush,"Trade: Pakistan, India agree to take it a step ahead",0.8,0.15068854,0.9760839343070984,0.5
4342,4342,74 dead in Egypt soccer violence,At least 73 die in Egyptian soccer pitch invasion,3.2,0.6927309,0.9643334150314332,0.0
4343,4343,Unrest in tense Nigeria leaves at least 95 dead,Southwest China quakes kill at least 50,0.2,0.0127254035,0.8882232904434204,0.0
4344,4344,Hurricane Sandy makes landfall in southeastern Jamaica: NHC,Hurricane Sandy reaches Jamaica,3.0,0.69983953,0.9733807444572448,0.4857142857142857
4345,4345,Remarks With Prime Minister Elkeib After Their Meeting,Remarks With Foreign Minister Koichiro Gemba,1.5,0.25197068,0.8124169707298279,0.0
4346,4346,Barrick in talks with China firm over African assets,Obama aide holds talks in China after Syria veto,1.2,0.19898254,0.7729738354682922,0.38636363636363635
4347,4347,Mall attackers used 'less is more' strategy,"In Kenya, attackers used 'less is more' strategy",3.0,0.5898228,0.8860461115837097,0.6666666666666666
4348,4348,Weak earnings drag stocks lower,Weak earnings drag stocks lower on Wall Street,3.8,0.7913081,0.7046862840652466,0.0
4349,4349,6.8 quake strikes off Solomon Islands,Magnitude 6.3 quake strikes off Solomon Islands: USGS,3.2,0.6495211,0.9610291123390198,0.33962264150943394
4350,4350,Liquid ammonia leak kills 15 in Shanghai,Liquid ammonia leak kills at least 15 in Shanghai,4.6,0.9500297,0.9064407348632812,0.6296296296296297
4351,4351,Friends of Syria recognizes opposition coalition as legitimate representative of Syrian people,"U.S., Friends of Syria recognise opposition as sole representative",4.0,0.8474872,0.5046922564506531,0.6923076923076923
4352,4352,Weiner stays in NYC mayor's race amid new sexting scandal,Weiner shrugs off latest online sex scandal,3.0,0.64438593,0.9790019989013672,0.2222222222222222
4353,4353,Death toll rises in Russia plane crash,Death toll rises to 39 in Italy coach crash,0.0,0.042443354,0.757986843585968,0.0
4354,4354,Indian media: Commonwealth summit,Indian PM snubs Commonwealth summit,2.8,0.54110956,0.9194965958595276,0.0
4355,4355,Syria military police chief defects to opposition,Syria military police chief defects to rebels,5.0,0.9966074,0.902169942855835,0.0
4356,4356,Boeing 787 Dreamliner catches fire; stock takes a beating,Boeing stock tumbles after fire on 787 Dreamliner,4.6,0.9870176,0.6532717943191528,1.0
4357,4357,Yvette Cooper backs gay marriage bill,White House backs gay marriage,2.6,0.5285797,0.9560805559158324,0.0
4358,4358,Five killed in Belgian coach crash,Teenagers among 5 dead in Belgian bus crash,3.8,0.81781715,0.9529289603233336,0.0
4359,4359,Gunmen abduct seven foreign workers in Nigeria,Seven foreign workers kidnapped in Nigeria,3.4,0.7061363,0.9283734560012816,0.2698412698412698
4360,4360,Swiss tourist 'gang-raped' in India,"Swiss tourist gang raped in India, say police",5.0,0.99662846,0.6379235982894897,0.4857142857142857
4361,4361,"Palestinians clash with Israeli forces in West Bank, Jerusalem",Palestinians clash with security forces in W. Bank,4.2,0.8886414,0.9843528866767884,0.38636363636363635
4362,4362,Israel planes strike inside Syria,Israel launches airstrike into Syria,4.6,0.9507168,0.9505334496498108,0.4857142857142857
4363,4363,Iranians Vote in Presidential Election,Keita Wins Mali Presidential Election,0.4,0.10125257,0.9386902451515198,0.0
4364,4364,100 killed in new Darfur tribal clashes,'9 Dead' in New Darfur Tribal Clash,2.8,0.5615901,0.7607609033584595,0.0
4365,4365,Protest against US drone strikes in Pak postponed,6 killed in U.S. drone strike in NW Pakistan,1.4,0.24013565,0.8959360718727112,0.32075471698113206
4366,4366,12 killed in bus accident in Pakistan,10 killed in road accident in NW Pakistan,3.2,0.6919036,0.6258899569511414,0.4857142857142857
4367,4367,Carney sets high bar to change at BoE,Carney sets high bar to changes at Bank of England,5.0,0.9968162,0.5101290345191956,0.4
4368,4368,8 arrested after deadly Bangladesh building collapse,Four arrested as Bangladesh building toll rises to 352,2.4,0.49402192,0.8861640691757202,0.0
4369,4369,Suicide bomber kills 3 at US base in Afghanistan,Suicide bombers attack US base in Afghanistan,2.8,0.5388907,0.9812621474266052,0.660377358490566
4370,4370,"Afghans flock to colleges, even as Taliban loom",Afghan District Governor Defects To Taliban,0.6000000000000001,0.08306334,0.6111919283866882,0.0
4371,4371,North Korea Postpones Family Reunions with South,North Korea 'postpones' family unions with South Korea,5.0,0.9967002,0.9214481711387634,0.0
4372,4372,"Apple revenue misses again, iPhone disappoints","U.S. trade agency rules for Samsung, bans iPhone 4 imports",0.6000000000000001,0.113280505,0.7816131114959717,0.0
4373,4373,Gunmen kill 10 foreign tourists in northern Pakistan,Gunmen kill 11 foreign climbers in Pakistan,3.4,0.6248744,0.9840881824493408,0.7368421052631579
4374,4374,David Beckham Announces Retirement From Soccer,David Beckham retires from football,4.4,0.9392618,0.9796552658081056,0.0
4375,4375,Matt Smith to leave Doctor Who after 4 years,Matt Smith quits BBC’s Doctor Who,4.0,0.85043114,0.9835518002510072,0.0
4376,4376,Generations divided over gay marriage,G20 Summit ends divided over Syria,0.0,0.0022297886,0.5603325963020325,0.0
4377,4377,23 killed in Iraq car bombings,10 killed in Iraq bomb attack,1.6,0.32908338,0.924745500087738,0.0
4378,4378,Man Who Set Himself on Fire on National Mall Dies of Injuries,Man 'who set himself ablaze' on National Mall dies,5.0,0.99649376,0.94873309135437,0.0
4379,4379,Taliban attacks kill 17 civilians in Afghanistan,Series of attacks kill 10 police in Afghanistan,1.4,0.26290977,0.9569546580314636,0.6538461538461539
4380,4380,Egypt minister survives assassination attempt,Syrian prime minister 'survives assassination attempt',1.6,0.2613971,0.9681504964828492,0.0
4381,4381,Ex-first lady Barbara Bush leaves Texas hospital,Former first lady Barbara Bush leaves hospital,4.6,0.8914541,0.9750442504882812,0.5
4382,4382,Schumacher in a coma after ski accident,Michael Schumacher still in a coma fighting for his life following skiing accident,4.0,0.83582276,0.8935686349868774,0.660377358490566
4383,4383,11 killed in Chinese police station attack,Eleven killed in China police station attack,5.0,0.9965724,0.9583978056907654,0.0
4384,4384,Bradley Cooper and JJ Abrams in talks about filming a Lance Armstrong biopic,Bradley Cooper in talks to play Lance Armstrong in biopic,4.0,0.7890374,0.7996203899383545,0.2571428571428571
4385,4385,"Boeing airliner crashes in Russia, 50 killed","Boeing airliner crashes in Russian city of Kazan, 50 killed",3.8,0.8097605,0.7067320346832275,0.5
4386,4386,EU ministers 'determined' to resolve horsemeat scandal,EU ministers hold crisis talks over horse meat scandal,4.4,0.9309977,0.9682322144508362,0.0
4387,4387,Thai opposition party to boycott general election,Thai opposition announces election boycott,4.8,0.9836089,0.8949794769287109,0.0
4388,4388,Bangladesh building collapse death toll hits 540: army,"Bangladesh building collapse death toll passes 1,000",2.6,0.5219212,0.7603411078453064,0.0
4389,4389,"Jagan Reddy shifted to hospital, power crisis continues in Seemandhra",Telangana: Jagan to spend Thursday in hospital; blackout continues in Seemandhra,4.2,0.8669437,0.905561089515686,0.7428571428571429
4390,4390,Central African Republic president overthrown by rebels,"Central African Republic President, PM stepping down",2.6,0.56006193,0.7343900799751282,0.0
4391,4391,Brazil tied 2-2 by England as Maracana re-opens,Brazil held by England 2-2 as Maracana re-opens,5.0,0.9967001,0.8517632484436035,0.7391304347826086
4392,4392,"California wildfire: 1,900 on the lines as firefighters labor to limit damage (+video)",California wildfire grows but officials say fire crews making progress,3.8,0.7465454,0.524780809879303,0.0
4393,4393,George W. Bush warns against bitter immigration debate,George W Bush weighs into immigration debate,3.0,0.5992764,0.8040686845779419,0.0
4394,4394,"Mandela hospitalized, responding to treatment",Mandela hospitalised after he stops talking,3.4,0.67245394,0.9723531007766724,0.32075471698113206
4395,4395,Russia condemns North Korean nuclear test,South Korea confirms that North Korea has conducted controversial third nuclear test,1.2,0.2437073,0.9493297338485718,0.0
4396,4396,Hundreds of Bangladesh clothes factory workers ill,Hundreds fall sick in Bangladesh factory,4.4,0.90745497,0.891424834728241,0.4857142857142857
4397,4397,Yemen suicide bombing kills soldiers,Female suicide bomber kills 16 at Russian station,2.0,0.4112587,0.9429264068603516,0.0
4398,4398,18 trapped in Russian coal mine blast,Ten killed in Russia coal mine blast,2.8,0.5828765,0.7285570502281189,0.0
4399,4399,Thai protesters break into army headquarters,Thai protesters storm army headquarters,4.6,0.9656213,0.9726043939590454,0.0
4400,4400,Israel conducts airstrike on Syria,Israel launches new airstrike against Syria,4.4,0.9324903,0.9752022624015808,1.0
4401,4401,Police fire tear gas to disperse protesters in Tunis,Police fire tear gas at protesters in Cairo,2.2,0.39413524,0.9797220826148988,0.782608695652174
4402,4402,Egypt's main opposition rejects president's call for dialogue,Egypt opposition mulls response to Morsi dialogue call,3.8,0.7313403,0.912903606891632,0.2571428571428571
4403,4403,Tokyo to host 2020 Olympic Games,Wrestling to feature in 2020 Tokyo Olympics,1.4,0.26491085,0.715506911277771,0.5
4404,4404,Housing starts up 6.8% in May,May Housing Starts Up 6.8%,4.6,0.99658895,0.9511317014694214,1.0
4405,4405,&gt;Cuba's Castro assumes CELAC presidency,Cuba's Castro to Take Over CELAC Presidency,5.0,0.99665016,0.7640807032585144,0.0
4406,4406,6.9 magnitude earthquake hits New Zealand,5.6 magnitude earthquake shakes Iran,0.2,0.07356068,0.8912712931632996,0.0
4407,4407,Dozens feared trapped in India building collapse,Rescuers race to find 20 still trapped in India building collapse,3.0,0.58379537,0.7865001559257507,0.0
4408,4408,Daily Press Briefing: South Sudan,Daily Press Briefing: Syria,1.2,0.1588399,0.9471554160118104,0.0
4409,4409,Islamists attack north Mali city after suicide bombings,Islamists attack Malian troops in Gao,3.2,0.6798144,0.9744881987571716,0.2535211267605634
4410,4410,Britain set to deport of Abu Qatada,Britain loses bid to deport radical cleric Abu Qatada,2.2,0.4237603,0.978298008441925,0.5
4411,4411,French parliament backs reform of law on prostitution,Russian parliament to consider ban on U.S. adoptions,0.8,0.09995357,0.9300577044487,0.0
4412,4412,"Shots, Explosions Heard as Thais Continue Protest in Bangkok","Gunshots, explosions rock Thai protest day ahead of polls",2.6,0.58554757,0.7639381885528564,0.20454545454545456
4413,4413,Israeli military focuses on northern border,"Egypt's military takes control over Muslim Brotherhood, supporters",1.6,0.20912428,0.6493813395500183,0.0
4414,4414,North Korea blocks Kaesong access,North Korea vows to restart nuclear facilities,1.0,0.25002423,0.980054497718811,0.0
4415,4415,Manning sentenced to 35 years in prison,"Ariel Castro sentenced to 1,000 years in prison",0.4,0.022332916,0.836058497428894,1.0
4416,4416,US Senate approves fiscal cliff deal,"It's official: Deal reached on ""fiscal cliff""",3.4,0.7282739,0.7046818733215332,0.37037037037037035
4417,4417,"Zimmerman stopped for speeding in Texas, released with warning","Zimmerman pulled over in Texas for speeding, given warning",5.0,0.99618334,0.7641704082489014,0.6538461538461539
4418,4418,Iran's Rouhani warns of Talibanisation in Syria,"Russia, China Concerned About Israeli Airstrikes in Syria",1.4,0.20637064,0.9078830480575562,0.3269230769230769
4419,4419,Syria denies reports of deadly Damascus nerve gas attack,US allies get help to repel Iranian computer attacks,0.0,0.002300282,0.9741147756576538,0.0
4420,4420,China stocks close higher after economic meeting,China stocks close higher on Wednesday,3.4,0.6750806,0.8072246313095093,0.0
4421,4421,Russia unveils $30 billion oil link to Pacific,Russia unveils $25bn oil link to Pacific,3.4,0.64963275,0.9299227595329284,0.4857142857142857
4422,4422,"Police kill gunman, find 3 more dead in Colo. home",4 dead after police standoff with gunman barricaded in US home,2.0,0.37737674,0.9282674193382264,0.6666666666666666
4423,4423,Dolce and Gabbana convicted of tax evasion,Dolce and Gabbana Fined in Italian Tax Case,3.0,0.5646515,0.5595816969871521,0.4857142857142857
4424,4424,7.2-magnitude quake hits Pakistan: CENC,7.7-magnitude earthquake hits SW Pakistan,3.8,0.7669555,0.9399409294128418,0.3269230769230769
4425,4425,Asteroid zips between Earth and satellites,Asteroid passes Earth in fly-by,4.4,0.91067487,0.8192564845085144,1.0
4426,4426,Fight for Mali Town Reflects Islamist Tactics,EU to train Mali army to fight northern Islamist militants,2.0,0.38232067,0.7329199910163879,0.0
4427,4427,Two Santa trackers competing this Christmas,Spain turning back the clock on siestas,0.0,0.0023734008,0.8538155555725098,0.0
4428,4428,Ships Train for Syrian Chemical Weapons Transport,"Syria Loads Chemical Weapons into Bombs, Awaiting Assad Order",2.6,0.5639371,0.5350005030632019,0.0
4429,4429,"2 killed, 11 wounded in attacks in Iraq","15 killed, 90 wounded in fresh attacks in Iraq",2.2,0.3283718,0.9429650902748108,0.660377358490566
4430,4430,Can the U.S. trust Syria to hand over chemical weapons?,US says Syria may have used sarin gas in chemical weapons,1.0,0.22374247,0.9748066663742064,0.38636363636363635
4431,4431,Mexican singer Jenni Rivera believed killed in plane crash,"Jenni Rivera, Mexican music star, dies in plane crash",3.4,0.6177566,0.9364479184150696,0.0
4432,4432,Bangladesh court sentences first lawmaker to death for war crimes,British PM pushes Sri Lanka on war crimes,1.8,0.37666383,0.9170562624931335,0.0
4433,4433,Mugabe declared winner of disputed elections,Zimbabwe: Mugabe declared winner in disputed vote,4.0,0.8259949,0.935804545879364,1.0
4434,4434,Death toll climbs to 15 in Indonesia boat sinking,Indonesia: Death toll rises to 11 in Indonesia boat capsize,3.6,0.66898704,0.8756405711174011,0.0
4435,4435,Egyptian court bans Muslim Brotherhood,Egypt court bans Muslim Brotherhood 'activities',3.8,0.7604838,0.9708890914916992,0.0
4436,4436,Rouhani leads in Iran presidential vote - preliminary results,Rouhani leads in initial Iran count,4.2,0.86099887,0.804404079914093,0.0
4437,4437,Police attacked in Belfast flag protests,Politicians in flag violence talks,0.6000000000000001,0.11540784,0.952364981174469,0.0
4438,4438,S.Korea proposes 'final' N.Korea talks over Kaesong,North Korea proposes high-level talks with US,1.0,0.16522041,0.9451507329940796,0.0
4439,4439,"India gang-rape victim ""struggling against the odds""",Indian rape victim dies in Singapore hospital,1.8,0.38402432,0.9804365038871764,0.0
4440,4440,"Gunmen kill 9 foreign tourists, 1 Pakistani",Gunmen Kill 11 Foreign Tourists in Pakistan,2.8,0.59934497,0.9787317514419556,0.7777777777777778
4441,4441,Statement by the Spokesperson of High Representative Catherine Ashton on the latest spate of attacks in Iraq,"Statement by the spokesperson of the EU High Representative, Catherine Ashton, on the resumption of executions in Iraq",3.2,0.6301321,0.9236100316047668,0.42063492063492064
4442,4442,Egypt increases security before pro-Morsi protests,Egypt bracing for massive protests,3.0,0.65091443,0.6452098488807678,0.20987654320987653
4443,4443,Yacimovich urges cabinet to approve Palestinian prisoners release,Israel agrees to free 104 Palestinian prisoners,2.0,0.40790775,0.9799606204032898,0.0
4444,4444,Palestinians build another West Bank tent protest,Palestinians' first ever UN vote symbolic yet historic,0.4,0.026473232,0.6667184233665466,0.3269230769230769
4445,4445,Bangladesh building collapse death toll hits 362,Bangladesh building-collapse death toll climbs to 580,3.6,0.6489086,0.9390727281570436,0.0
4446,4446,Israeli envoys summoned over settlement plans,Britain summons Israeli envoy over settlements,2.5,0.4702466,0.8077321648597717,0.0
4447,4447,"2 dead, 2 injured in Nevada middle school shooting","Nevada: 2 dead, 2 hurt in middle school shooting",5.0,0.9965288,0.9547438621520996,0.0
4448,4448,Hamas mixed sex schools ban takes effect,Hamas in mixed-sex school 'ban',4.2,0.8817747,0.919007122516632,0.5
4449,4449,Man arrested after police officer shot in Leeds,Navy panel urges ouster of officer who faked death,0.4,0.08835911,0.960053563117981,0.5
4450,4450,Ukrainian Prime Minister resigns amid protests,Turkish Prime Minister signals return to hardline on protesters,0.6000000000000001,0.076965205,0.5511216521263123,0.0
4451,4451,Obama to refocus on economy in State of the Union,Factbox: What to look for in Obama's State of the Union speech,2.2,0.45056865,0.9612458348274232,0.5955056179775281
4452,4452,Google launches internet-beaming balloons,Google 'are playing international tax game',1.0,0.17064115,0.8804659843444824,0.4857142857142857
4453,4453,Iraq Backs Egypt Crackdown on Morsi Supporters,Iraq backs Egypt crackdown on Mohamed Morsi supporters,4.8,0.99673104,0.8531539440155029,1.1590909090909092
4454,4454,Russia gives initial OK to American adoption ban,Russia gives initial approval to adoption ban,3.8,0.7380195,0.5654954314231873,0.3090909090909091
4455,4455,Five convicted in Kosovo organ trafficking case,Kosovo: 3 get jail time in organ trafficking case,2.8,0.5440175,0.9070619940757751,0.0
4456,4456,"Hrithik Roshan, wife Sussanne part ways","Hrithik Roshan, Sussanne to divorce",4.4,0.90112686,0.9649285078048706,0.5
4457,4457,Gunman Among 7 Dead After Florida Apartment Shooting,Gunman among 7 dead after Fla. apartment shootout,5.0,0.99680734,0.9457521438598632,0.4
4458,4458,Obama lauds progress on gay rights in inaugural address,Thousands protest gay marriage in France,1.0,0.18502352,0.9779963493347168,0.0
4459,4459,Wave of bombings kills 15 in Iraq,Car bombs kill at least 49 in Iraq,2.2,0.47144175,0.9605802297592164,0.19101123595505617
4460,4460,"In shock move, Obama puts Syria strike on hold",Obama puts Syria strike on hold,4.6,0.9208801,0.8430558443069458,0.6538461538461539
4461,4461,Israel strikes Syria as tensions rise on weapons,Air strikes wound civilians in Syria's Deraa,1.8,0.37060913,0.9627099633216858,0.24285714285714285
4462,4462,Gunmen kill nine people in northwest Pakistan,Militants kill 6 soldiers in northwest Pakistan,2.6,0.5290056,0.9738348722457886,0.0
4463,4463,The San Francisco plane crash at a glance,"Two dead, 181 hurt in San Francisco air crash",1.2,0.23005457,0.8955906629562378,0.0
4464,4464,8 arrested after deadly Bangladesh building collapse,Workers protest after Bangladesh building collapse,2.2,0.36529082,0.8776408433914185,0.0
4465,4465,X'mas cruise passengers hit by Norovirus,Missing cruise passenger is a NSW ambo,0.0,0.0023273563,0.5695693492889404,0.0
4466,4466,Murder claim over Diana's death New information which has been passed to the police relating to the deaths of Princess Diana and Dodi Fayed is thought to include an allegation that they were murdered ,Diana and Fayed death info received new The deaths of Princess Diana and Dodi Al Fayed are being looked at again by police after they received information.,3.5,0.7837467,0.7305887341499329,0.7073170731707317
4467,4467,Snowden asks to stay in Russia,Snowden releases first Russia video,1.4,0.23742782,0.8787793517112732,1.0
4468,4468,Chinese shares close lower Wednesday,Chinese shares close higher Friday,2.2,0.379382,0.8046561479568481,0.0
4469,4469,Stomach bug to cause ailing Nadal to miss Australian Open,Rafa Nadal to miss Australian Open,3.4,0.68326104,0.5688192844390869,0.2698412698412698
4470,4470,Narendra Modi pledges tough stand against Pakistan,India’s Modi promises tough stance against Pakistan,4.8,0.9951953,0.8745431303977966,0.27419354838709675
4471,4471,Egyptian court considers Mubarak’s release,Egypt court orders release of Mubarak,3.4,0.7281703,0.950956165790558,0.3269230769230769
4472,4472,Boy Scouts delay decision on admitting gays,Boy Scouts of America delays vote on lifting ban on gays,5.0,0.9968454,0.9721847772598268,0.5
4473,4473,2 car bombs kill 8 in southern Iraq,Car bombing kills 14 in northern Iraq,1.4,0.25369403,0.9604438543319702,0.0
4474,4474,Van der Sloot to Marry in Prison,Joran Van Der Sloots Plans To Get Married In Peru Prison,4.0,0.79658586,0.9371832013130188,0.33962264150943394
4475,4475,Tokyo stocks close down 0.26pc,Tokyo stocks close down 1.53%,3.0,0.5116554,0.6941227912902832,0.0
4476,4476,China stock index futures close higher -- Dec. 4,China stock index futures close lower -- Jan. 24,2.2,0.39074183,0.7652153968811035,0.0
4477,4477,Pictures of the day: 7 August 2013,Pictures of the day: 11 April 2013,2.8,0.47897428,0.9558438658714294,0.6792452830188679
4478,4478,Palestinians 'hit' by Israeli fire in Gaza,Two Palestinians Killed in an Israeli Air Strike on Gaza,2.8,0.55004215,0.9616814851760864,0.7727272727272727
4479,4479,Jesse Jackson Jr. and wife to plead guilty to fraud,"Jesse Jackson Jr., Wife to Plead Guilty to Fraud",4.6,0.9452721,0.548410177230835,0.5070422535211268
4480,4480,USA expels Venezuela diplomats in row,U.S. expels Venezuelan diplomats,4.4,0.8990802,0.9732149839401244,0.0
4481,4481,BBC veteran Hall admits child sex abuse,Stuart Hall Admits Sex Assaults On Children,3.4,0.7208823,0.9527510404586792,0.0
4482,4482,"7 killed, 3 injured in south China road accident","20 killed, 44 injured in Philippine road accident",0.6000000000000001,0.060773823,0.9300499558448792,0.0
4483,4483,Ryanair reports record profits but warns growth likely to slow this year,Stansted: Ryanair reports 13% rise in annual profits but warns of slower growth this year,3.4,0.6864302,0.9764297008514404,0.660377358490566
4484,4484,Stocks to watch at close on Monday,Stocks to watch at close on Thursday,3.0,0.6083214,0.8615811467170715,0.5142857142857142
4485,4485,50th anniversary of JFK's death remembered,"On 50th anniversary of JFK death, Dallas holds its first memorial",4.0,0.76715386,0.9867560863494872,0.0
4486,4486,6.3-magnitude earthquake hits Taiwan,7.7-magnitude earthquake hits SW Pakistan,1.2,0.21678974,0.9399409294128418,0.0
4487,4487,Books To Help Kids Talk About Boston Marathon News,Report of two explosions at finish line of Boston Marathon,0.8,0.14857116,0.9155864119529724,0.0
4488,4488,Tech Sector Heats Up: Google and IBM Post Strong Earnings,"Google shares soar past $1,000 on strong earnings",2.6,0.54200006,0.9402962923049928,0.0
4489,4489,Profiles of Kenya's presidential candidates,Italian journalist picked as presidential candidate,1.0,0.16825356,0.8012454509735107,0.0
4490,4490,Israel frees Palestinian prisoners,Gov't committee approves release of 26 Palestinian prisoners,3.4,0.70581096,0.5931112766265869,0.0
4491,4491,"Philadelphia building collapses, 8-10 people may be trapped",Philadelphia building collapses; reports of people trapped,4.0,0.788536,0.9164211750030518,0.33962264150943394
4492,4492,Obama meets with Mandela family,Obama meets Zuma and pays tribute to Mandela,3.0,0.543188,0.9657102227211,1.0
4493,4493,U.S. Senate sets off gun control debate,U.S. Senate set to vote on gun control bill,3.4,0.6574824,0.9752799272537231,0.0
4494,4494,Car bombing kills 53 in Damascus,Car bombings kill 13 civilians in Iraqi capital,1.4,0.23955607,0.9509230852127076,0.0
4495,4495,'Friends of Syria' in Doha talks on arming rebels,Syria talks agree military aid to rebels,2.6,0.57893026,0.6429343819618225,1.0
4496,4496,Syria condemns Israeli air strikes.,Series of deadly attacks strikes Iraq,2.0,0.44893408,0.9697335362434388,0.0
4497,4497,Egypt's leader imposes state of emergency in 3 cities,Egypt president declares state of emergency in three cities,5.0,0.9965563,0.963948667049408,0.6067415730337079
4498,4498,"ABVP protesters clash with police at Jantar Mantar, throw stones","Protesters clash with police at Jantar Mantar, 5 people detained",2.8,0.5717678,0.8858802914619446,0.4444444444444444
4499,4499,Turkish PM urges to end protests in Istanbul,Turkish police fire teargas at protesters in Istanbul,2.8,0.5712891,0.9800347089767456,0.24285714285714285
4500,4500,Two men charged with terrorism offences,Saudi-born Nigerian charged with terrorism in New York,1.8,0.31820518,0.7217968702316284,0.5
4501,4501,EU receives Nobel Peace Prize,EU Receives 2012 Nobel Peace Prize,3.6,0.7010276,0.9325748682022096,0.5
4502,4502,Start of San Fermin bull-running festival briefly delayed as view obstructed by Basque flag,San Fermin bull-running festival starts,2.6,0.5514156,0.953039050102234,0.0
4503,4503,"Up to 21, mostly foreigners, killed in Kabul suicide attack",Briton among dead in Kabul suicide attack,2.8,0.5880066,0.6923505663871765,0.0
4504,4504,Former LAPD officer sought in Irvine slayings,Former CIA officer sentenced to 30 months in prison for info leak,0.0,0.0023170125,0.9490405917167664,0.0
4505,4505,Tokyo shares close 0.88pc lower,Singapore stocks close 0.44 pct lower,0.8,0.19350706,0.8481101989746094,0.0
4506,4506,Pakistan court demands 'blasphemy' rampage answers,Pakistan-UN report reveals alarming levels of drug use,0.6000000000000001,0.09153106,0.8348089456558228,0.0
4507,4507,"Intel's McAfee Buys Cloud-Based, Networked Firewall Specialist Stonesoft For $389M In Cash",McAfee to acquire firewall Stonesoft for $389 million,3.8,0.82676756,0.6387783288955688,0.4857142857142857
4508,4508,4.1 magnitude quake strikes U.S,7.2 magnitude earthquake strikes Philippines,1.0,0.1423275,0.9162658452987672,0.0
4509,4509,Bangladesh Opposition Leader Sentenced to Death for War Crimes,Bangladesh: Fugitive Sentenced to Death by War Crimes Tribunal,3.6,0.7310994,0.9186012744903564,0.660377358490566
4510,4510,Alleged cop killer died from shot to head,Alleged cop killer died from gunshot,4.2,0.839174,0.9262496829032898,0.0
